x_axis,y_axis
764.3469084617255,-29.756583237850318
763.5556715961453,5.811471985464932
782.4996341668777,-13.329661961197091
731.7591568286558,-27.953890801209532
796.7846215900516,-12.115166899596748
789.5332955143141,43.099430364498986
800.8143058324446,-3.7513858112250666
754.2211902632996,-79.80324764081975
764.3800304382858,-9.628228738557844
781.009249910948,-1.1166338258809247
759.5393738250332,-46.533655882534866
740.7905304103119,24.494985767832368
820.2914148743167,10.616130275638582
778.4591228591213,45.461909757461356
744.0945646566097,31.236836922013957
745.9892625915124,49.52111797791825
772.5146350218141,35.872968394456706
744.2491622859334,51.47241521066972
830.0090876002782,3.3650666632816097
757.0015171701777,43.89049889089513
790.4990736744126,23.494568681910465
681.6145960465731,84.39409149495845
789.1053285841194,-5.333861519097894
747.7337498316534,97.33484476679169
809.0514088483546,81.78197129449111
759.9768861300079,59.44432467172338
760.9612742622229,94.13230139685045
738.228618414615,39.43993990681581
794.4130300922236,65.61026499837361
805.0457817151965,50.12122064202701
761.6214527396446,45.91791622255896
763.0448079159012,32.555798985293876
747.7401379286721,37.14461659986691
782.7181477775903,105.04800406506504
709.5099844558604,126.88299521494646
835.843849582927,91.56066289869588
741.1776199459767,178.22232879430828
720.317776263005,97.40537804774709
764.7374235452521,140.4641607694793
769.5889989102077,88.45598049922826
729.6955326548242,96.46326709123723
727.44364679501,111.45320677376131
740.1321660008515,68.49538210817329
794.1051991496595,101.6818943079766
717.7856964336916,114.85727763395344
757.2461345257761,70.80140133423936
764.4958275419615,95.06833951693064
805.2149061831211,145.48679977382764
741.2109326027444,110.69506585678724
749.3690493601358,154.71307490170614
751.0496749969989,133.090923723538
752.8483081780928,124.76327939313299
740.0700171644473,83.57560023069111
778.8332851548327,158.3805421691578
725.6594469775252,209.64274552918172
750.7015748957264,124.85727095417124
773.0075089758529,171.1406441142576
758.3434531921483,149.68082930764564
759.2079681099858,157.85167179169298
761.5447724522802,111.80357611156464
731.0101617599282,223.8605611018693
720.160597715285,157.32120996175462
728.8664709131199,142.22902095525822
675.1760266482041,174.98879785451618
744.6058361605762,183.560704436053
735.2757804104322,189.65277453937176
769.3859615040417,185.87002339950138
720.5433325586351,186.36761710555822
754.197834006604,240.37621633227832
717.0112858505784,204.19345116644377
745.0310504408567,174.6540678661812
734.5041508137019,163.6630495413651
679.8180321045988,221.83334519350402
720.3578187839428,220.09282727557854
730.3083637258723,187.921594040044
728.4453862467234,183.40539920817685
770.4766568588366,182.8997773960824
721.8050858667381,195.48674020435016
743.7091428913174,219.983441805936
709.9410946013486,258.6893637424132
725.2753464646182,251.75496899646834
693.8307466205002,197.2687738232854
725.3516427412442,233.00081089031934
739.7801262967176,243.31708495973717
725.9778517705522,200.1561619592148
775.3040488592204,247.0687848055818
738.3907630754655,230.0467528640118
725.5025493843559,219.17261581441332
728.6102919471663,250.70213418194356
714.6969038286682,285.4388630516453
675.6048602449623,247.0780083912012
725.0476496039407,333.66730081287176
705.9192954277221,291.55735995515886
705.5734805903915,335.18793323681405
655.0738712618427,282.8511005017631
657.4191568858345,207.90178635366038
713.7913790435778,290.3648380478769
694.9915549354272,286.06950448304354
795.1419211188718,284.57989442998706
716.1400969515829,275.90836987222366
708.3239481732787,291.3007608380338
685.7692220661046,356.067420760637
732.005356139315,308.64974143501814
626.1557294071512,296.7580725870491
774.9524689049681,303.70358325286685
725.5250227904795,356.9108127205206
697.5515910752083,291.42096940970515
616.4648312996102,340.2175095790149
663.6104240951315,327.98798614755754
649.0747980038494,317.75101713383594
686.0847109680426,336.76438030335464
650.1196582011482,367.6060370157611
664.1361446252829,284.45041407720265
677.2384564519318,338.69514776798405
683.7805463801246,381.5008002064417
670.3106631987821,340.0146757928211
642.7374497109698,371.1797508189029
679.7787214158793,336.9155879683185
615.5133203181624,395.79540072220635
634.2149451014092,337.664599000281
680.175161782387,322.43934357771855
622.9867434530806,297.54398238934505
687.7769123227896,347.82628589684356
752.3078588927913,337.2637683473753
635.1767923246833,353.03821089143787
668.4327734084229,358.7924611450493
677.8149842238794,346.4324016844916
616.2914533400855,324.72798331041463
589.314099916806,366.00955644095336
645.2619987566087,365.4784966740087
689.8516586830712,424.12522284433027
640.7514958124185,336.3220705732776
632.0285876654539,374.99307781939353
627.5379332965686,374.89674647163974
625.8584535298679,387.06518750626446
624.5946140536871,407.73671236971444
652.6585951005721,376.9857147785392
678.1543918139243,377.71360833219677
589.6515558576738,421.34155992082333
611.8147485356494,422.35198351739683
562.3666613236343,457.2741714350424
652.7735895192955,373.26563378762563
586.3579154617944,471.21947896566724
606.7046809978032,398.7896138394265
558.9378044824847,416.0475079794987
618.169541799803,450.78333093299625
581.0990477282129,386.4495589705957
634.6590911957888,464.9915823387797
572.0430285075522,469.95846508432993
618.3398507445626,472.9823620062179
613.1316251438575,367.26677305323494
608.6925336994266,477.4380357919086
584.4412073241899,436.6850373787915
603.9603641224464,364.0204426213267
657.3643616824813,426.63802149298454
620.3643818924522,453.74320407123804
640.8781300630894,471.1823347285957
594.0479604779981,434.84303120527306
622.9662667507594,408.084451353629
616.3314784689486,433.946881676002
632.4362953614698,474.3790253566934
612.093554289122,474.612753447302
538.0896570693857,448.93545333961947
608.7128886432273,482.3523855305469
621.8402913798016,492.03742869006686
555.2681077033983,458.63480109523016
585.2044784155165,415.6639440881998
630.1572653778478,500.8971713468821
614.5913966149101,442.77707165574793
612.9329993320629,559.6814505229167
533.7747539275636,518.4106584494781
571.2288757587756,451.4584942349735
583.7660208628251,525.3132503106366
548.7191197592804,537.786989555058
514.5129581782395,460.4618006935972
566.366294953885,508.5516421467809
538.5132892338161,534.5540795759761
573.6690918259516,538.477101836131
551.769625362705,533.2674982005659
539.8053928462293,579.2522454455487
526.499479996814,583.2345933917233
549.6132506649558,481.2386779924759
587.2896004249835,528.6996863020927
569.4514397219501,564.0472255390623
551.7168103305935,511.9634470663078
568.4999430975058,532.1426410627172
557.4446867383215,469.8874991316327
547.908867855672,517.711377425718
581.7192649544353,557.9211622041012
536.9264047861714,556.1674435067492
497.3783223964831,592.6154174863846
584.6637572027512,558.0346252267719
570.2161117367476,531.4921662920975
496.1622635212246,552.1035955623413
530.685915893988,541.3553014998355
531.3231358722703,564.6554028854753
482.7837264493789,573.3060529230247
536.1720937724652,565.1545734142508
542.3695269054637,525.7462592813138
519.3429977510422,529.407439190012
469.3870532004087,547.824991327212
472.0433486582889,552.5396271450347
491.3670003610853,596.3102120080983
485.63383344119416,525.8323333857952
526.9385185869393,550.4833405129539
488.43357706688425,591.1764539116651
493.633081807639,612.7793952348026
499.45536036998584,556.2776693089061
547.8735904465991,590.0991683246249
475.51898500030666,615.3283569122984
484.8362393876539,600.5180543030657
549.5228481995005,582.4073270759641
462.6202622120386,596.2671966139926
501.6855171442439,549.6717645970585
407.9515474783532,579.3413077420673
415.27000170048893,586.2858052835259
476.72347486473035,574.3732227170594
416.19585375231304,605.2296732237689
482.22054269413945,554.3431157627699
478.2862638390795,631.7431205315067
479.62841208208016,645.7987756751263
514.3844041858038,600.5708264381295
448.92086863410634,600.7584021714669
442.99441592054797,661.2244366584753
399.8777673160585,591.3821053349906
478.8284705904746,649.7786942481514
423.8957307974556,646.762272186116
442.2946380125752,668.0796388437767
431.55382584471494,655.770093661053
505.83121146232406,644.8623419583872
425.2950042752506,650.4994876593713
410.09307609662494,702.3602603429248
423.68206139339526,624.4167876713178
390.42982303994944,667.3933251048431
438.72886177950744,621.4163614256566
427.21175813354466,592.9288952257481
412.6645946396101,653.6051225960142
455.5249616807908,618.7229695415656
363.136458246877,616.7980081904026
358.5643809737498,685.5620611343815
442.2874924393084,656.8584795033751
429.6265680074598,653.0484923245125
387.2863545380136,640.8044568641405
377.9725868147593,606.1154380781854
